url,suggestions_q,best_suggest
https://commons.wikimedia.org/wiki/File:Wolfgang_Niedecken.jpg,"[('Wolfgang Niedecken', 0.0014149458254363657, 'Q896767'), ('Wolfgang', 0.02656080741783464, 'Q2589157'), ('Niedecken', 0.02656080741783464, 'Q1987500')]","[('Wolfgang Niedecken', 0.0014149458254363657, 'Q896767'), ('Wolfgang', 0.02656080741783464, 'Q2589157'), ('Niedecken', 0.02656080741783464, 'Q1987500')]"
https://commons.wikimedia.org/wiki/File:2019-05-25_Budapest_Cup_age_group_I_all-around_competition_floor_exercise_(Martin_Rulsch)_052.jpg,[],[]
"https://commons.wikimedia.org/wiki/File:St_Bartholomew,_Leigh,_memorial_(14)_-_geograph.org.uk_-_3627291.jpg","[('Structured Data on Commons', 0.02099800202496307, 'Q43387741'), ('Leigh', 0.03218118393424493, 'Q402542'), ('Edit', 0.05796609901334456, 'Q410090'), ('Data', 0.0841086684244873, 'Q42848')]","[('Structured Data on Commons', 0.02099800202496307, 'Q43387741'), ('Leigh', 0.03218118393424493, 'Q402542')]"
https://commons.wikimedia.org/wiki/File:Robur_campione_Italia_1949.jpg,"[('Angelo', 0.031354760777987385, 'Q18814789'), ('Costa', 0.031354760777987385, 'Q226565'), ('Pasquale', 0.04912333043202371, 'Q18204128')]","[('Angelo', 0.031354760777987385, 'Q18814789'), ('Costa', 0.031354760777987385, 'Q226565'), ('Pasquale', 0.04912333043202371, 'Q18204128')]"
"https://commons.wikimedia.org/wiki/File:FMIB_36225_Three_Sisters_from_the_Bow_River_Valley,_Cannore,_Alberta,_Canada.jpeg","[('River Valley', 0.0007403238382253658, 'Q14231149'), ('Bow River', 0.0015938039476301564, 'Q895385'), ('Canada', 0.008674751290107216, 'Q16'), ('Valley', 0.013385842894164, 'Q39816'), ('Alberta', 0.015663467602406927, 'Q1951'), ('River', 0.018394639013346693, 'Q4022'), ('Bow', 0.028744236792776462, 'Q401865')]","[('River Valley', 0.0007403238382253658, 'Q14231149'), ('Bow River', 0.0015938039476301564, 'Q895385'), ('Canada', 0.008674751290107216, 'Q16'), ('Valley', 0.013385842894164, 'Q39816'), ('Alberta', 0.015663467602406927, 'Q1951'), ('River', 0.018394639013346693, 'Q4022'), ('Bow', 0.028744236792776462, 'Q401865')]"
https://commons.wikimedia.org/wiki/File:12AU7_Tronix.jpg,[],[]
https://commons.wikimedia.org/wiki/File:Hiromichi_Tanaka.jpg,"[('Final Fantasy III', 0.0006680339959001881, 'Q687559'), ('Final Fantasy', 0.005205186813559013, 'Q12391356')]","[('Final Fantasy III', 0.0006680339959001881, 'Q687559'), ('Final Fantasy', 0.005205186813559013, 'Q12391356')]"
https://commons.wikimedia.org/wiki/File:I.J._Paderewski_&_wife_LCCN2014701381.tif,[],[]
"https://commons.wikimedia.org/wiki/File:2008-04-05_(London,_Petrie_and_British_Library)_-_078.jpg","[('Dress', 0.08596317751626563, 'Q200539'), ('Tarkhan', 0.1447773057422032, 'Q918008')]",[]
https://commons.wikimedia.org/wiki/File:Footpath_from_Telscombe_Road_-_geograph.org.uk_-_3048870.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('Road', 0.08433046728767417, 'Q34442'), ('Data', 0.08433046728767417, 'Q42848'), ('Footpath', 0.10825739515513565, 'Q3352369')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
https://commons.wikimedia.org/wiki/File:Dark_Lane_Hollywood_-_geograph.org.uk_-_6211433.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('Hollywood', 0.08433046728767417, 'Q227856'), ('Data', 0.08433046728767417, 'Q42848')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
https://commons.wikimedia.org/wiki/File:Cold_Hiendley_Common_Lane_-_geograph.org.uk_-_2638011.jpg,"[('Structured Data on Commons', 0.012347165633252397, 'Q43387741'), ('Edit', 0.04723337304353619, 'Q410090')]","[('Structured Data on Commons', 0.012347165633252397, 'Q43387741'), ('Edit', 0.04723337304353619, 'Q410090')]"
https://commons.wikimedia.org/wiki/File:Walter_Klima_Ogefr._28.5.1943.jpg,"[('Klima', 0.15831692877998726, 'Q21504577'), ('Walter', 0.2005079697193566, 'Q246836')]",[]
"https://commons.wikimedia.org/wiki/File:Queen_Street,_Wigan_-_geograph.org.uk_-_5600863.jpg","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Wigan', 0.03231124573502005, 'Q208143'), ('Queen Street', 0.037901664198499316, 'Q3414012'), ('Edit', 0.058153495491014076, 'Q410090'), ('Street', 0.08433046728767417, 'Q79007'), ('Data', 0.08433046728767417, 'Q42848'), ('Queen', 0.10825739515513565, 'Q1244248')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Wigan', 0.03231124573502005, 'Q208143'), ('Queen Street', 0.037901664198499316, 'Q3414012')]"
"https://commons.wikimedia.org/wiki/File:Title_page_of_Bramer's_book_Problema,_Marburg,_1614.jpg",[],[]
https://commons.wikimedia.org/wiki/File:Maulbach_forest_blockades_and_protests_2020-10-06_41.jpg,[],[]
https://commons.wikimedia.org/wiki/File:Goeres_Park_3.JPG,"[('Portage Street Historic District', 9.926510059818386e-06, 'Q54952689'), ('Portage', 0.02718112592652188, 'Q120638097'), ('District', 0.02718112592652188, 'Q149621'), ('Street', 0.04047029004566161, 'Q79007')]","[('Portage Street Historic District', 9.926510059818386e-06, 'Q54952689'), ('Portage', 0.02718112592652188, 'Q120638097'), ('District', 0.02718112592652188, 'Q149621'), ('Street', 0.04047029004566161, 'Q79007')]"
https://commons.wikimedia.org/wiki/File:1935_James_Hathaway_Massachusetts_House_of_Representatives.png,"[('Massachusetts House of Representatives', 0.00021349226123530313, 'Q1494460'), ('House of Representatives', 0.003186830720042235, 'Q2145277'), ('Massachusetts', 0.06650965107397505, 'Q771'), ('House', 0.06650965107397505, 'Q3947'), ('Portrait', 0.0771485953923296, 'Q134307')]","[('Massachusetts House of Representatives', 0.00021349226123530313, 'Q1494460'), ('House of Representatives', 0.003186830720042235, 'Q2145277')]"
https://commons.wikimedia.org/wiki/File:The_United_Kingdom_Transplant_Support_Service_Authority_Regulations_1991_(UKSI_1991-408).pdf,[],[]
https://commons.wikimedia.org/wiki/File:Sveagruvanexpedition-_Expeditionsdeltagare_med_packning-_DIG132293.tif,[],[]
https://commons.wikimedia.org/wiki/File:Ploughland_and_power_line_-_geograph.org.uk_-_3150871.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('Data', 0.08433046728767417, 'Q42848'), ('File', 0.13799842734432227, 'Q1196501')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
https://commons.wikimedia.org/wiki/File:Michael_Griffin_(American_football).JPG,"[('National Football League', 0.001881309737406442, 'Q1215884'), ('Michael Griffin', 0.013797198203993007, 'Q6830800'), ('Griffin', 0.08596317751626563, 'Q130223'), ('League', 0.08596317751626563, 'Q12770238'), ('National', 0.1447773057422032, 'Q411842'), ('Football', 0.1447773057422032, 'Q1081491'), ('Michael', 0.15831692877998726, 'Q951229')]","[('National Football League', 0.001881309737406442, 'Q1215884'), ('Michael Griffin', 0.013797198203993007, 'Q6830800')]"
https://commons.wikimedia.org/wiki/File:Gedern_Ober-Seemen_ev_Kirche_Gerüst.png,"[('Hesse', 0.030396371632413578, 'Q1199'), ('Germany', 0.030396371632413578, 'Q183'), ('Gedern', 0.08596317751626563, 'Q560940')]","[('Hesse', 0.030396371632413578, 'Q1199'), ('Germany', 0.030396371632413578, 'Q183')]"
"https://commons.wikimedia.org/wiki/File:Pasture_by_the_North_Downs_Line,_early_April_-_geograph.org.uk_-_5346066.jpg","[('Structured Data on Commons', 0.021729616456459433, 'Q43387741'), ('Edit', 0.05870306803819276, 'Q410090'), ('Line', 0.08497941420353576, 'Q15878761'), ('April', 0.08497941420353576, 'Q118'), ('Data', 0.08497941420353576, 'Q42848'), ('Pasture', 0.10932917248575166, 'Q30121')]","[('Structured Data on Commons', 0.021729616456459433, 'Q43387741')]"
"https://commons.wikimedia.org/wiki/File:London_,_Battersea_-_London_Peace_Pagoda_-_geograph.org.uk_-_2409741.jpg","[('Structured Data on Commons', 0.008428974843188676, 'Q43387741'), ('Peace Pagoda', 0.021713096584212537, 'Q1456873'), ('Battersea', 0.03415663031065492, 'Q1138912'), ('London', 0.03634590874930436, 'Q84'), ('Edit', 0.047315852760143294, 'Q410090'), ('Pagoda', 0.06078021502211826, 'Q199451')]","[('Structured Data on Commons', 0.008428974843188676, 'Q43387741'), ('Peace Pagoda', 0.021713096584212537, 'Q1456873'), ('Battersea', 0.03415663031065492, 'Q1138912'), ('London', 0.03634590874930436, 'Q84'), ('Edit', 0.047315852760143294, 'Q410090')]"
https://commons.wikimedia.org/wiki/File:Ksenia_Palkina_(14989553088).jpg,"[('Moscow Cup', 0.007444681613352736, 'Q1542174'), ('Ksenia Palkina', 0.023458380875189744, 'Q946098'), ('Moscow', 0.08596317751626563, 'Q649'), ('Cup', 0.08596317751626563, 'Q81727')]","[('Moscow Cup', 0.007444681613352736, 'Q1542174'), ('Ksenia Palkina', 0.023458380875189744, 'Q946098')]"
https://commons.wikimedia.org/wiki/File:Trichoglossus_haematodus_moluccanus_02.jpg,"[('Rainbow', 0.15831692877998726, 'Q1052')]",[]
https://commons.wikimedia.org/wiki/File:Power_box_01_ao_8k_(Rico_Cilliers_and_Yann_Kervran_via_Poly_Haven).tif,[],[]
https://commons.wikimedia.org/wiki/File:Flickr_-_europeanpeoplesparty_-_EPP_Summit_December_2010_(49).jpg,"[('EPP', 0.08596317751626563, 'Q256808'), ('December', 0.08596317751626563, 'Q126'), ('Summit', 0.1447773057422032, 'Q207326')]",[]
https://commons.wikimedia.org/wiki/File:Tapa_de_diferentes_fundidores_en_Madrid_8724.jpg,"[('Madrid', 0.08596317751626563, 'Q2807'), ('Tapa', 0.15831692877998726, 'Q295436')]",[]
https://commons.wikimedia.org/wiki/File:Гума_од_автомобил_во_езеро.jpg,"[('Matka', 0.1447773057422032, 'Q4284847'), ('Tyre', 0.15831692877998726, 'Q1164063')]",[]
https://commons.wikimedia.org/wiki/File:Deutsche_Meisterschaften_Gerätturnen_Mehrkampf_weiblich_Wettkampf_at_Internationales_Deutsches_Turnfest_Berlin_2017_(Martin_Rulsch)_151.jpg,[],[]
https://commons.wikimedia.org/wiki/File:TaelerROH_(cropped).jpg,"[('Taeler Hendrix', 0.03278451112147437, 'Q12059863'), ('September', 0.09705179139403544, 'Q123'), ('ROH', 0.15831692877998726, 'Q13405488')]","[('Taeler Hendrix', 0.03278451112147437, 'Q12059863')]"
https://commons.wikimedia.org/wiki/File:The_stoa_of_Abaton_or_Enkoimeterion_at_the_Sanctuary_of_Asclepius_in_Epidaurus.jpg,"[('Sanctuary', 0.10141226884569679, 'Q29553'), ('Asclepius', 0.10141226884569679, 'Q83223'), ('Greece', 0.16940121402170724, 'Q41'), ('Epidaurus', 0.19677146788549632, 'Q233576')]",[]
"https://commons.wikimedia.org/wiki/File:2021-06-01_ALBA_Berlin_gegen_ratiopharm_Ulm_(Play-off-Halbfinale_3,_Basketball-Bundesliga_2020-21)_by_Sandro_Halank–163.jpg","[('ALBA', 0.08596317751626563, 'Q8874')]",[]
https://commons.wikimedia.org/wiki/File:Exterieur_VOORGEVEL_-_Franeker_-_20278639_-_RCE.jpg,[],[]
"https://commons.wikimedia.org/wiki/File:Engenho_de_descaroçar_o_algodão,_da_Coleção_Brasiliana_Iconográfica.jpg","[('Brasiliana', 0.1447773057422032, 'Q9664280'), ('Obra', 0.15831692877998726, 'Q523221')]",[]
https://commons.wikimedia.org/wiki/File:02142024_-_SMC_-_WH_Equity_Event-115-2.jpg,"[('States Department', 0.02140921543860024, 'Q7604024'), ('United States', 0.023458380875189744, 'Q30'), ('Department', 0.1447773057422032, 'Q11681054'), ('Education', 0.1447773057422032, 'Q8434'), ('United', 0.15831692877998726, 'Q239790')]","[('States Department', 0.02140921543860024, 'Q7604024'), ('United States', 0.023458380875189744, 'Q30')]"
https://commons.wikimedia.org/wiki/File:New_Lidl_supermarket_-_geograph.org.uk_-_5249551.jpg,"[('Structured Data on Commons', 0.020823546486592265, 'Q43387741'), ('Edit', 0.05778792009511837, 'Q410090'), ('Data', 0.08389753467347122, 'Q42848'), ('Lidl', 0.13204095454989256, 'Q151954'), ('File', 0.13719912558089892, 'Q1196501')]","[('Structured Data on Commons', 0.020823546486592265, 'Q43387741')]"
https://commons.wikimedia.org/wiki/File:(UAZ)_AB.1.0651_Meyer.tif,[],[]
https://commons.wikimedia.org/wiki/File:Ragdoll_Katzen_von_Woodnewchurch.jpg,[],[]
https://commons.wikimedia.org/wiki/File:Herik_Tölpt_2007.jpg,"[('Aravete', 0.08596317751626563, 'Q2859589')]",[]
https://commons.wikimedia.org/wiki/File:Tram_in_the_snow_-_geograph.org.uk_-_5625770.jpg,"[('Structured Data on Commons', 0.006152205936265731, 'Q43387741'), ('Nottingham station', 0.012163226491854891, 'Q1988621'), ('Nottingham', 0.034155989507137476, 'Q41262')]","[('Structured Data on Commons', 0.006152205936265731, 'Q43387741'), ('Nottingham station', 0.012163226491854891, 'Q1988621'), ('Nottingham', 0.034155989507137476, 'Q41262')]"
https://commons.wikimedia.org/wiki/File:Biathlon_European_Championships_2017_Sprint_Women_0309.JPG,"[('Biathlon', 0.09705179139403544, 'Q166788')]",[]
https://commons.wikimedia.org/wiki/File:Hardegg_Burgkapelle01.jpg,"[('Hardegg', 0.03625524040669144, 'Q524727'), ('Austria', 0.06588837669267192, 'Q40')]","[('Hardegg', 0.03625524040669144, 'Q524727')]"
https://commons.wikimedia.org/wiki/File:Man_offering_vases-N_5048-IMG_2188-gradient.jpg,[],[]
https://commons.wikimedia.org/wiki/File:Farmland_off_Ash_Lane_-_geograph.org.uk_-_2414547.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('Lane', 0.08433046728767417, 'Q3222002'), ('Data', 0.08433046728767417, 'Q42848')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
"https://commons.wikimedia.org/wiki/File:Abades,_Arico_2022_32.jpg","[('Arico', 0.030396371632413578, 'Q657738'), ('Abades', 0.04491197687864554, 'Q1769902')]","[('Arico', 0.030396371632413578, 'Q657738'), ('Abades', 0.04491197687864554, 'Q1769902')]"
https://commons.wikimedia.org/wiki/File:Antoniomiguel.jpg,"[('Rosario Central', 0.02140921543860024, 'Q318307'), ('Antonio', 0.04491197687864554, 'Q7141520'), ('Miguel', 0.08596317751626563, 'Q1932578'), ('Rosario', 0.1447773057422032, 'Q52535')]","[('Rosario Central', 0.02140921543860024, 'Q318307'), ('Antonio', 0.04491197687864554, 'Q7141520')]"
https://commons.wikimedia.org/wiki/File:William_Guy_Gardens_-_geograph.org.uk_-_1835544.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('William Guy', 0.06087705352923415, 'Q370144'), ('Data', 0.08433046728767417, 'Q42848')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
"https://commons.wikimedia.org/wiki/File:Agrone,_cappella_del_cimitero_-_Interno.jpg","[('Pieve di Bono-Prezzo', 0.013797198203993007, 'Q21994001'), ('Trentino', 0.030396371632413578, 'Q16289'), ('Italy', 0.030396371632413578, 'Q38'), ('Interior', 0.030396371632413578, 'Q446775'), ('Pieve', 0.08596317751626563, 'Q111474217')]","[('Pieve di Bono-Prezzo', 0.013797198203993007, 'Q21994001'), ('Trentino', 0.030396371632413578, 'Q16289'), ('Italy', 0.030396371632413578, 'Q38'), ('Interior', 0.030396371632413578, 'Q446775')]"
https://commons.wikimedia.org/wiki/File:Zuiho-den02s3200.jpg,"[('Sendai', 0.007770365234240818, 'Q46747'), ('Japan', 0.03620452014532985, 'Q17'), ('Miyagi', 0.055654805110524216, 'Q342754')]","[('Sendai', 0.007770365234240818, 'Q46747'), ('Japan', 0.03620452014532985, 'Q17')]"
https://commons.wikimedia.org/wiki/File:WCW_(1988-1999)_Logo.svg,"[('World Championship Wrestling', 0.001881309737406442, 'Q130171'), ('Wrestling', 0.08596317751626563, 'Q42486'), ('World', 0.1447773057422032, 'Q16502'), ('Championship', 0.1447773057422032, 'Q1079023'), ('Logo', 0.15831692877998726, 'Q1886349')]","[('World Championship Wrestling', 0.001881309737406442, 'Q130171')]"
https://commons.wikimedia.org/wiki/File:אבישי_טייכר_153.jpg,"[('National Register', 0.0012331605649557665, 'Q123999908'), ('United States', 0.004464870820413869, 'Q30'), ('National', 0.02223028821559704, 'Q411842'), ('Register', 0.027667807668715093, 'Q217425')]","[('National Register', 0.0012331605649557665, 'Q123999908'), ('United States', 0.004464870820413869, 'Q30'), ('National', 0.02223028821559704, 'Q411842'), ('Register', 0.027667807668715093, 'Q217425')]"
https://commons.wikimedia.org/wiki/File:Osbu_kraftverk.JPG,[],[]
https://commons.wikimedia.org/wiki/File:Tennisplatz.svg,[],[]
https://commons.wikimedia.org/wiki/File:Kilmardinny_Loch_-_geograph.org.uk_-_4746420.jpg,"[('Structured Data on Commons', 0.00015789664436453757, 'Q43387741'), ('Edit', 0.025858468534971937, 'Q410090'), ('Commons', 0.025858468534971937, 'Q9828451'), ('File', 0.035514607549195436, 'Q1196501'), ('Loch', 0.03880781492529434, 'Q1172903')]","[('Structured Data on Commons', 0.00015789664436453757, 'Q43387741'), ('Edit', 0.025858468534971937, 'Q410090'), ('Commons', 0.025858468534971937, 'Q9828451'), ('File', 0.035514607549195436, 'Q1196501'), ('Loch', 0.03880781492529434, 'Q1172903')]"
https://commons.wikimedia.org/wiki/File:Coldstones_Quarry_from_the_viewpoint_on_Coldstones_Cut_-_geograph.org.uk_-_5767997.jpg,"[('Structured Data on Commons', 0.057299304068134826, 'Q43387741'), ('Edit', 0.07196799068097935, 'Q410090'), ('Cut', 0.09038239370805363, 'Q20659690'), ('Data', 0.10806965490715031, 'Q42848')]",[]
https://commons.wikimedia.org/wiki/File:Dr._James_Davies_House_(3).jpg,"[('Fort Street Historic District', 0.0015316718967605212, 'Q60488775'), ('James Davies', 0.005358223083043043, 'Q6132399'), ('National Register', 0.005358223083043043, 'Q123999908')]","[('Fort Street Historic District', 0.0015316718967605212, 'Q60488775'), ('James Davies', 0.005358223083043043, 'Q6132399'), ('National Register', 0.005358223083043043, 'Q123999908')]"
https://commons.wikimedia.org/wiki/File:AS14-66-9295_(21683578445).jpg,"[('Apollo', 0.04491197687864554, 'Q37340'), ('Hasselblad', 0.08596317751626563, 'Q64545')]","[('Apollo', 0.04491197687864554, 'Q37340')]"
"https://commons.wikimedia.org/wiki/File:Map_of_Jefferson_Township_from_1860_Somerset_County,_Pennsylvania,_Map_by_Edward_L_Walker.jpg","[('Jefferson Township', 0.006867019456500514, 'Q430339'), ('Library of Congress', 0.06013973694820604, 'Q131454')]","[('Jefferson Township', 0.006867019456500514, 'Q430339')]"
https://commons.wikimedia.org/wiki/File:Sheepscar_Street_North_-_viewed_from_Barrack_Street_-_geograph.org.uk_-_3313854.jpg,"[('Structured Data on Commons', 0.05758844093064372, 'Q43387741'), ('Street', 0.07060730393469235, 'Q79007'), ('Edit', 0.0720783818809691, 'Q410090'), ('Barrack Street', 0.07602933719700257, 'Q4863162')]",[]
https://commons.wikimedia.org/wiki/File:Colla_Castellera_Sant_Pere_i_Sant_Pau_-_Santa_Tecla_2008_-_06.jpg,"[('Santa Tecla', 0.003186830720042235, 'Q404807')]","[('Santa Tecla', 0.003186830720042235, 'Q404807')]"
"https://commons.wikimedia.org/wiki/File:Izrael,_imgp6436_(2016-11).jpg","[('Israel', 0.04491197687864554, 'Q801')]","[('Israel', 0.04491197687864554, 'Q801')]"
https://commons.wikimedia.org/wiki/File:Apophyllite_100.png,[],[]
https://commons.wikimedia.org/wiki/File:Sokl_sochy_sv._Vojtěcha.JPG,"[('Czech Republic', 0.002873523443974411, 'Q213'), ('Republic', 0.02677649008527518, 'Q7270'), ('Czech', 0.0533509718206219, 'Q397635')]","[('Czech Republic', 0.002873523443974411, 'Q213'), ('Republic', 0.02677649008527518, 'Q7270')]"
https://commons.wikimedia.org/wiki/File:Marché_de_Mayo_Plata_en_décembre_1973_(8).jpg,"[('Cameroun', 0.030396371632413578, 'Q5026500'), ('Plata', 0.08596317751626563, 'Q1180904'), ('Mayo', 0.1447773057422032, 'Q228999')]","[('Cameroun', 0.030396371632413578, 'Q5026500')]"
"https://commons.wikimedia.org/wiki/File:The_Rise,_Borehamwood_-_geograph.org.uk_-_3561803.jpg","[('Structured Data on Commons', 0.020823546486592265, 'Q43387741'), ('Borehamwood', 0.03205771370294977, 'Q19773'), ('Edit', 0.05778792009511837, 'Q410090'), ('Rise', 0.08389753467347122, 'Q413593'), ('Data', 0.08389753467347122, 'Q42848'), ('File', 0.13719912558089892, 'Q1196501')]","[('Structured Data on Commons', 0.020823546486592265, 'Q43387741'), ('Borehamwood', 0.03205771370294977, 'Q19773')]"
"https://commons.wikimedia.org/wiki/File:Interieur,_gang_op_begane_grond,_voor_restauratie_-_Kampen_-_20348704_-_RCE.jpg",[],[]
https://commons.wikimedia.org/wiki/File:Mousehole_Allotment.jpg,"[('Penlee Point', 0.012602360123953448, 'Q7163080'), ('Mousehole', 0.030396371632413578, 'Q1951055'), ('Point', 0.08596317751626563, 'Q20380977'), ('Penlee', 0.1447773057422032, 'Q31036782')]","[('Penlee Point', 0.012602360123953448, 'Q7163080'), ('Mousehole', 0.030396371632413578, 'Q1951055')]"
"https://commons.wikimedia.org/wiki/File:Ruhland,_Grenzstr._3,_Riesenlilie_blühend,_01.jpg","[('Cardiocrinum giganteum', 0.026233073037508336, 'Q947983'), ('Ruhland', 0.04491197687864554, 'Q572601'), ('Cardiocrinum', 0.08596317751626563, 'Q2152498')]","[('Cardiocrinum giganteum', 0.026233073037508336, 'Q947983'), ('Ruhland', 0.04491197687864554, 'Q572601')]"
https://commons.wikimedia.org/wiki/File:Blazon_of_Perkins_(Papworth).svg,"[('Papworth', 0.030396371632413578, 'Q7133246'), ('Perkins', 0.08596317751626563, 'Q2071244'), ('Blazon', 0.15831692877998726, 'Q120083528')]","[('Papworth', 0.030396371632413578, 'Q7133246')]"
"https://commons.wikimedia.org/wiki/File:Maserati_3500_GT_(1960)_,_Dutch_licence_registration_DH-26-89_pic1.JPG",[],[]
"https://commons.wikimedia.org/wiki/File:Interieur,_overzicht_funderingen_4e_pijler_van_af_wester_noordbeuk_en_noord-west_viering_pijler_-_Dongen_-_20059426_-_RCE.jpg",[],[]
https://commons.wikimedia.org/wiki/File:Kadastrale_hermeting_1962_-_Elden_-_20457390_-_RCE.jpg,[],[]
https://commons.wikimedia.org/wiki/File:1939_Chester_Skibinski_Massachusetts_state_senator.png,"[('Massachusetts', 0.1447773057422032, 'Q771'), ('Portrait', 0.15831692877998726, 'Q134307')]",[]
https://commons.wikimedia.org/wiki/File:Pomník_Adama_Mickiewicze_v_parku_v_Slovenské_ulici_v_Karlových_Varech_(Q37340674)_01.jpg,"[('Karlovy Vary District', 0.0009619976403953426, 'Q757240'), ('Karlovy Vary', 0.0063182156710061225, 'Q384544'), ('Vary', 0.05585415056948682, 'Q92813711'), ('District', 0.07498172697407259, 'Q149621'), ('Memorial', 0.1600514523587571, 'Q5003624')]","[('Karlovy Vary District', 0.0009619976403953426, 'Q757240'), ('Karlovy Vary', 0.0063182156710061225, 'Q384544')]"
"https://commons.wikimedia.org/wiki/File:Villa_caruso_di_bellosguardo,_ext._13.JPG","[('Bellosguardo', 0.08596317751626563, 'Q80661'), ('Caruso', 0.1447773057422032, 'Q258621'), ('Villa', 0.15831692877998726, 'Q3950')]",[]
https://commons.wikimedia.org/wiki/File:Panneau_d'entrée_dans_Rouelles.jpg,"[('Haute-Marne', 0.06588837669267192, 'Q12607'), ('Rouelles', 0.06949481646017519, 'Q783542'), ('Sign', 0.13696809108329627, 'Q3695082'), ('August', 0.26303348124903125, 'Q122')]",[]
https://commons.wikimedia.org/wiki/File:2020-02-28_1st_run_Women's_Skeleton_(Bobsleigh_&_Skeleton_World_Championships_Altenberg_2020)_by_Sandro_Halank–296.jpg,[],[]
"https://commons.wikimedia.org/wiki/File:Borrow_Dyke_and_Sea_Wall,_Lee-over-Sands_-_geograph.org.uk_-_5442822.jpg","[('Structured Data on Commons', 0.02097566174453126, 'Q43387741'), ('Sea Wall', 0.046547351040952624, 'Q105945922'), ('Edit', 0.05794333552453613, 'Q410090'), ('Wall', 0.08408170804085577, 'Q42948')]","[('Structured Data on Commons', 0.02097566174453126, 'Q43387741'), ('Sea Wall', 0.046547351040952624, 'Q105945922')]"
"https://commons.wikimedia.org/wiki/File:Former_estate_cottages,_Main_Street,_Scraptoft_-_geograph.org.uk_-_5735122.jpg","[('Structured Data on Commons', 0.021729616456459433, 'Q43387741'), ('Main Street', 0.029745223993532292, 'Q1006835'), ('Scraptoft', 0.032693886447392795, 'Q9334627'), ('Edit', 0.05870306803819276, 'Q410090'), ('Main', 0.08497941420353576, 'Q265180'), ('Street', 0.08497941420353576, 'Q79007'), ('Data', 0.08497941420353576, 'Q42848')]","[('Structured Data on Commons', 0.021729616456459433, 'Q43387741'), ('Main Street', 0.029745223993532292, 'Q1006835'), ('Scraptoft', 0.032693886447392795, 'Q9334627')]"
https://commons.wikimedia.org/wiki/File:2021._09.01_總統偕同副總統出席「Our_Heroes！台灣英雄_凱旋派對」_(51417251113).jpg,"[('Office of the President', 0.007444681613352736, 'Q7079398'), ('Ching', 0.08596317751626563, 'Q1074339'), ('Office', 0.08596317751626563, 'Q182060'), ('President', 0.08596317751626563, 'Q63532478'), ('Wang', 0.1447773057422032, 'Q296599')]","[('Office of the President', 0.007444681613352736, 'Q7079398')]"
"https://commons.wikimedia.org/wiki/File:Wesel,_Willibrordi-Dom_(17).jpg","[('Wesel', 0.08596317751626563, 'Q4011')]",[]
https://commons.wikimedia.org/wiki/File:The_traditional_weekly_prayer_at_the_Great_Synagogue_in_Bnei_Brak_(FL62044951).jpg,"[('Bnei Brak', 0.004925103769790319, 'Q152467'), ('Great Synagogue', 0.007444681613352736, 'Q369697'), ('Brak', 0.057012387690331526, 'Q1219226')]","[('Bnei Brak', 0.004925103769790319, 'Q152467'), ('Great Synagogue', 0.007444681613352736, 'Q369697')]"
https://commons.wikimedia.org/wiki/File:The_former_B764_approaching_Eaglesham_-_geograph.org.uk_-_5063805.jpg,"[('Structured Data on Commons', 0.021182499862873565, 'Q43387741'), ('Edit', 0.058153495491014076, 'Q410090'), ('Eaglesham', 0.08433046728767417, 'Q638046'), ('Data', 0.08433046728767417, 'Q42848'), ('File', 0.13799842734432227, 'Q1196501')]","[('Structured Data on Commons', 0.021182499862873565, 'Q43387741')]"
https://commons.wikimedia.org/wiki/File:Paras_at_Detling_Show_Ground_-_geograph.org.uk_-_4134143.jpg,"[('Structured Data on Commons', 0.007418787929173223, 'Q43387741'), ('Edit', 0.04529455052083391, 'Q410090'), ('Ground', 0.05845326453662622, 'Q14493119')]","[('Structured Data on Commons', 0.007418787929173223, 'Q43387741'), ('Edit', 0.04529455052083391, 'Q410090')]"
https://commons.wikimedia.org/wiki/File:Asahi_Pentax_K2.jpg,[],[]
https://commons.wikimedia.org/wiki/File:2023-04-15_Deutschland_gegen_Tschechische_Republik_(Eishockey-Länderspiel)_by_Sandro_Halank–275.jpg,"[('Ice Hockey World Championships', 0.0034338312235149037, 'Q190163')]","[('Ice Hockey World Championships', 0.0034338312235149037, 'Q190163')]"
