wiki_commons_id,wiki_data_q,depicts
71145713,['Q90919088'],['Jaguar XF (X260) Sportbrake']
23367813,['Q37737980'],[None]
28416072,['Q16658022'],['Carmen Lavani']
102032661,"['Q24354', 'Q41262']","['theatre building', 'Nottingham']"
82640966,"['Q482853', 'Q467']","['vertebral column', 'woman']"
83191321,"['Q79007', 'Q52535', 'Q36008', 'Q5638', 'Q6112358']","['street', 'Rosario', 'Mercedes-Benz', 'bus', None]"
51654039,['Q5453299'],['First Methodist Episcopal Church']
82541788,['Q1080108'],['Galleria Nazionale delle Marche']
131883166,['Q55595946'],[None]
1973210,['Q1903166'],['Collège néerlandais']
17026192,['Q427087'],['non-coding RNA']
126436523,"['Q5004679', 'Q188509', 'Q18691599', 'Q2919821', 'Q5454869']","['path', 'suburb', 'military facility', 'right of way', 'Fishergate']"
143401482,"['Q1081138', 'Q10145', 'Q68826224']","['historic site', 'milestone', 'Lismore and Appin']"
99390800,['Q112396460'],['Grave of Hanotaux']
75696573,['Q2911715'],['OXO Tower']
98221256,"['Q173387', 'Q39614', 'Q231593']","['grave', 'cemetery', 'Nowy Targ']"
132967918,['Q1646552'],['Thurrock Council']
5501994,['Q5117871'],['Church of the Guardian Angel']
43041734,['Q25460714'],"['Gârbea house in Vladimir, Gorj']"
54480088,['Q1052'],['rainbow']
12477319,['Q11721711'],['Berlagebrug']
122686579,['Q105721016'],['Santa Lucia']
145204604,['Q525'],['Sun']
135333633,"['Q81564', 'Q6136218', 'Q25339663', 'Q27194667', 'Q134936']","['alpaca', 'Suri alpaca', 'Huacaya alpaca', 'Nuñoa', 'Quechua']"
43702561,['Q3056838'],['Saint Sargis Monastery of Ushi']
90969408,"['Q533680', 'Q641']","['Santa Maria dei Miracoli, Venice', 'Venice']"
121619318,"['Q1081138', 'Q105889895', 'Q1656682', 'Q1770969']","['historic site', 'religious site', 'event', 'Hinton St Mary']"
42978116,['Q42888041'],[None]
119060057,"['Q34442', 'Q630417']","['road', 'Uppingham']"
99526787,['Q99894565'],['The Building (Amendment of Prescribed Fees) Regulations 1992']
93203029,['Q9159734'],['Arkadiusz Jakubik']
130212898,"['Q56397239', 'Q11451', 'Q532', 'Q188869', 'Q914711', 'Q7056168']","['energy infrastructure', 'agriculture', 'village', 'field', 'transmission tower', 'North Mymms']"
28060038,['Q5717179'],['Henry Albertson Subdivision Historic District']
75375444,['Q506639'],['Andy Harris']
69699389,['Q16992590'],['Enfield Shakers Historic District']
1995730,['Q40614'],['fossil']
116626168,"['Q1311670', 'Q1234840']","['rail infrastructure', 'Bideford']"
95451235,['Q97275157'],['Im Stillen Winkel']
2748794,['Q83902'],['Caelifera']
51702744,['Q42582269'],[None]
73918192,['Q439039'],['Esther de Lange']
26978013,['Q157153'],"[""Wolf's Lair""]"
34775351,['Q148732'],['Jack Benny']
114271992,"['Q34442', 'Q187402']","['road', 'County Cavan']"
108243777,"['Q188509', 'Q26888']","['suburb', 'London Borough of Croydon']"
118375598,"['Q1307347', 'Q11451', 'Q20948931']","['boundary', 'agriculture', 'Candovers']"
113043797,"['Q3947', 'Q3401140']","['house', 'Gelligaer']"
133416353,"['Q532', 'Q2678184']","['village', 'Petham']"
137164914,"['Q1757562', 'Q11436', 'Q1248784', 'Q8987', 'Q190684']","['air transport', 'aircraft', 'airport', 'George Best Belfast City Airport', 'County Down']"
36176031,['Q17595739'],['Casino Prado']
24147316,"['Q1072284', 'Q23976470']","['Huis ten Bosch', 'Oranjezaal']"
144236879,"['Q11451', 'Q68815017']","['agriculture', 'Borgue']"
27278314,['Q14955324'],['Muuksi hill fort']
142528622,['Q801'],['Israel']
7468138,['Q106786379'],['Cudahy Science Hall']
28329935,['Q3583008'],['Église Saint-Martin']
49162427,['Q91026320'],['Ferrari F430 Spider']
107101376,['Q867817'],['British Rail Class 66']
87209037,['Q198419'],['Elektrostal']
42940636,['Q10406622'],['Alnön old church']
28754617,['Q30231869'],['Church of the Ascension in Ulucz']
96261797,['Q99648494'],['The National Health Service Commissioning Board and Clinical Commissioning Groups (Responsibilities and Standing Rules) (Amendment) (No. 3) Regulations 2014']
142691616,['Q801'],['Israel']
128849539,"['Q1081138', 'Q5003624', 'Q575759', 'Q1752488']","['historic site', 'memorial', 'war memorial', 'Torridge']"
81930600,['Q20060374'],['Museu Casa do Anhanguera']
125644557,"['Q55075651', 'Q3241565', 'Q179049', 'Q4667157']","['upland', 'woodland', 'nature reserve', 'Abernethy and Kincardine']"
96246884,['Q10753521'],[None]
132888174,['Q460889'],['Museo Nacional Centro de Arte Reina Sofía']
61506352,['Q10884'],['tree']
66360648,['Q3048852'],['E. L. M. Burns']
44724791,['Q21193424'],['Ido Vunderink']
131040380,"['Q34442', 'Q1788454', 'Q42948', 'Q491700', 'Q148571', 'Q18019452', 'Q577807']","['road', 'road junction', 'wall', 'roadside tree', 'fence', 'A road', 'Adlestrop']"
118195520,['Q17553165'],['Perceval House Spencer House']
110738025,"['Q12284', 'Q4672689', 'Q2181584']","['canal', 'accommodation bridge', 'Davenham']"
109207512,['Q68815002'],['Blairgowrie']
82642521,['Q24260049'],['Ryuchell']
110341560,['Q728638'],['Cotgrave']
69142218,['Q7838611'],['Trenton Transit Center']
72322338,['Q57446'],['Pranab Mukherjee']
114526510,"['Q1081138', 'Q158530']","['historic site', 'Castletown']"
139285453,"['Q5004679', 'Q1815597']","['path', 'Cawood']"
133509585,"['Q1081138', 'Q1468524', 'Q34442', 'Q4949417']","['historic site', 'city center', 'road', 'Boughton']"
128728045,"['Q34442', 'Q20081015']","['road', 'Farmington']"
41652909,['Q51401'],['LGBT pride flag']
5364859,['Q58645'],['Robert Ley']
129278464,"['Q1081138', 'Q105889895', 'Q647124']","['historic site', 'religious site', 'Tibenham']"
91681546,['Q10614802'],['Pachyrhamma edwardsii']
106729839,['Q104975286'],[None]
16484671,['Q38086200'],[None]
74538355,['Q104532240'],['Edgar Nelson']
26296035,['Q3325614'],['Moulin de Crève-Cœur']
118573404,"['Q1081138', 'Q105889895', 'Q1094104']","['historic site', 'religious site', 'Canterbury']"
8942278,['Q24733605'],['Iranotherium morgani']
142513010,['Q5777096'],"[""Official Architects' Association of Madrid""]"
130102758,"['Q1468524', 'Q105945691', 'Q5162904', 'Q128147']","['city center', 'derelict building', 'conservation area', 'Kingston upon Hull']"
140563387,"['Q5004679', 'Q11451', 'Q1068842', 'Q2919821', 'Q1617610']","['path', 'agriculture', 'footbridge', 'right of way', 'Norton']"
143861826,"['Q5004679', 'Q3352369', 'Q2329871']","['path', 'footpath', 'Kirk Bramwith']"
91017553,['Q56282412'],['Teatro Español']
113298376,"['Q3947', 'Q894097']","['house', 'Tunbridge Wells']"
109714120,"['Q188509', 'Q79007', 'Q190684']","['suburb', 'street', 'County Down']"
129731259,['Q111024030'],['Baoning Temple in Changsha']
94937060,['Q94716449'],['Mary Rogers Miller']
82740989,['Q67085372'],['Naïve fountain in Viale Galilei']
107075679,['Q11334401'],['beech forest']
106918042,"['Q980065', 'Q2045081']","['Snudy', 'Braslau Lakes']"
21130998,['Q37327590'],['Church of Saints Peter and Paul in Jistebník']
131116651,['Q828144'],['floor exercise']
110782758,"['Q1785279', 'Q4649158', 'Q8025538']","['M3 motorway', 'A34 road', 'Winnall']"
145501921,['Q525'],['Sun']
82586904,['Q692104'],['parallel bars']
23871320,['Q2010599'],"['Hervormde of Oude Kerk, Dongen']"
128224458,['Q655301'],['balance beam']
113853193,"['Q15709582', 'Q2220232']","['country lane', 'Hildenborough']"
68915612,['Q60480877'],['Dimitar Isaev']
97980115,['Q9253'],['Ara']
29441844,['Q17613958'],['Liauckamastate']
76350882,['Q112364036'],['Grave of Mougin']
106402039,"['Q10884', 'Q1109566']","['tree', 'Biddulph']"
107596065,"['Q5004679', 'Q26888']","['path', 'London Borough of Croydon']"
73448342,['Q97265929'],['Alcazaba de Almería']
114310768,"['Q5004679', 'Q1307347', 'Q11451', 'Q1006733', 'Q2564391']","['path', 'boundary', 'agriculture', 'grassland', 'Chipping']"
36432900,['Q38192926'],['Penitence crosses in Vrskmaň']
139418393,"['Q532', 'Q3947', 'Q10884', 'Q1314', 'Q3315322']","['village', 'house', 'tree', 'autumn', 'Snailwell']"
24606510,['Q41298171'],['Humboldtstraße 16/16a']
142810562,['Q801'],['Israel']
144520727,"['Q34442', 'Q15709582', 'Q2303104']","['road', 'country lane', 'Threshfield']"
140962846,"['Q655686', 'Q2690524']","['commercial building', 'Peckham']"
85550765,"['Q63183548', 'Q81902145']","['Adriana Adam', 'Aliona Busuioc']"
63724662,"['Q131572', 'Q45045']","['refugee', 'simulation']"
132024063,['Q7860'],['nature']
74893922,"['Q2028', 'Q38', 'Q42304051', 'Q83180']","['Verona', 'Italy', 'cityscape', 'roof']"
73086539,"['Q735', 'Q938616', 'Q38', 'Q3670080']","['art', 'Italian art', 'Italy', 'San Francesco']"
130309983,['Q117367591'],[None]
12003645,"['Q613676', 'Q649', 'Q159']","['Moscow Zoo', 'Moscow', 'Russia']"
136349170,"['Q5004679', 'Q1307347', 'Q34442', 'Q2105969']","['path', 'boundary', 'road', 'Clayton with Frickley']"
30856872,"['Q61883', 'Q11223', 'Q186024', 'Q3930', 'Q6026443']","['air force', 'United States Air Force', 'lieutenant', 'table tennis', 'indoor sport']"
7579333,"['Q3305213', 'Q12786121', 'Q179226']","['painting', 'warfare', 'equestrianism']"
4520069,"['Q75', 'Q10336440', 'Q79984']","['Internet', 'computer networking', 'Ethernet']"
24903781,['Q679248'],['Hochosterwitz Castle']
79794295,['Q105281340'],['Reformierte Kirche']
99407735,['Q764207'],['W-3 Sokół']
11714934,"['Q1318266', 'Q178885', 'Q9089', 'Q2514663']","['Aiyanar', 'deity', 'Hinduism', 'worship']"
130735303,"['Q2945933', 'Q2249676']","['National Center for Agronomic Research', 'environment']"
40274639,['Q977296'],['Cameron']
121327144,"['Q34442', 'Q2224325']","['road', 'Colsterworth']"
94631174,['Q16568756'],['Church of the Assumption of Saint Mary in Zebrzydowice']
109631890,"['Q3947', 'Q1172903', 'Q109607', 'Q68815787']","['house', 'loch', 'ruins', 'Killarow and Kilmeny']"
66688633,"['Q105443809', 'Q649', 'Q2142421', 'Q3407658']","['71-608K', 'Moscow', 'Trams in Moscow', 'tram']"
32909484,['Q11072651'],['Filial Park']
128142749,"['Q655686', 'Q49844', 'Q1788454', 'Q2077402']","['commercial building', 'post box', 'road junction', 'Aldeburgh']"
35368871,['Q11214928'],['Castle Hradiště (Blovice)']
16520740,['Q22924855'],"['Chapelle Saint-Gildas, Carnoët']"
129339426,"['Q532', 'Q34442', 'Q1211272', 'Q3877586']","['village', 'road', 'signage', 'Westbury']"
122587130,"['Q1081138', 'Q532', 'Q3947', 'Q15700834', 'Q3927674']","['historic site', 'village', 'house', 'Grade II listed building', 'Queniborough']"
50770879,"['Q467', 'Q144']","['woman', 'dog']"
122832997,"['Q102225111', 'Q655318']","['Jonas Eder', 'still rings']"
131387735,"['Q360418', 'Q1161707', 'Q12280', 'Q6661716']","['construction site', 'benchmark', 'bridge', 'Llanrhian']"
92027372,['Q31206583'],['Náměstí Krále Jiřího z Poděbrad 43']
107689844,"['Q34442', 'Q671348']","['road', 'Worthing']"
109362392,"['Q294440', 'Q1541228']","['public space', 'South Tyneside']"
100936809,['Q105750156'],['Emília Letroublon']
82235331,['Q20897764'],['Pyrgos Railway Station']
138156002,['Q647123'],['Honiton']
132353984,"['Q532', 'Q3947', 'Q24665603']","['village', 'house', 'Brenchley and Matfield']"
145120533,['Q525'],['Sun']
62991649,['Q782639'],['The Wine Glass']
27779024,['Q795545'],['Indian White-eye']
76113291,['Q2518785'],['Louvencourt Military Cemetery']
95325907,['Q66054737'],['World War I memorial in Jarov']
96829073,['Q1588677'],['VC-137C SAM 26000']
24742763,['Q5848907'],['Equestrian statue of Charles III of Spain']
144508279,"['Q97999859', 'Q97999860']","['1966 North Indian Ocean cyclone season', '1967 North Indian Ocean cyclone season']"
35540335,['Q20529318'],['Monument to the War of Independence in Kõnnu']
112567283,"['Q105889895', 'Q16970', 'Q1228523']","['religious site', 'church building', 'Knowsley']"
82599557,['Q217452'],['Vézelay Abbey']
123802526,['Q1138331'],['Allée couverte de Coët Correc']
109469123,"['Q3947', 'Q188509', 'Q192240']","['house', 'suburb', 'Northampton']"
34515962,['Q5379095'],['Enloe Dam and Powerplant']
20317020,['Q33049508'],['27/29 Mielżyńskiego Street in Poznań']
53738847,['Q871991'],['cherry blossom']
74275958,['Q7245486'],['Iglesia Mayor Prioral']
98564729,['Q1525272'],['Lecidella elaeochroma']
133597725,['Q525'],['Sun']
145121157,['Q525'],['Sun']
141184415,['Q122231340'],['WikiWomenCamp 2023']
68694350,['Q55597439'],['Joncourt British Cemetery']
121690293,['Q41207'],['coin']
133329338,"['Q11451', 'Q355304', 'Q1311', 'Q616468']","['agriculture', 'watercourse', 'winter', 'Stow cum Quy']"
62934657,['Q10684730'],['Sveneby herrgård']
14825343,['Q52920'],['Fredrik Reinfeldt']
44047671,['Q6941534'],['Music Hall Center for the Performing Arts']
139734890,"['Q2447997', 'Q502503']","['Interstate 85 in North Carolina', 'Granville County']"
136563226,['Q518069'],['Paxillus involutus']
66754274,['Q7177307'],['Peter Thorburn']
127073928,['Q3868455'],['Regional Natural Science Museum']
113792670,"['Q355304', 'Q34442', 'Q1994597']","['watercourse', 'road', 'Saltash']"
137871645,['Q57577442'],['farm road']
89515673,"['Q175285', 'Q8441']","['Jakub Arbes', 'man']"
66033561,"['Q727715', 'Q32267']","['book of hours', 'Bastarda']"
118168547,"['Q532', 'Q105889895', 'Q6777309']","['village', 'religious site', 'Martons Both']"
130666017,"['Q655686', 'Q22733', 'Q205495', 'Q349156']","['commercial building', 'garage', 'filling station', 'Binham']"
28561576,['Q41419381'],['Poppenreuther Straße 120']
141774838,['Q420646'],['pho']
141938838,"['Q5004679', 'Q1006733', 'Q54050', 'Q926099']","['path', 'grassland', 'hill', 'Ferring']"
105551741,"['Q16970', 'Q643160']","['church building', 'Farnham']"
49530568,['Q1367054'],['Escherbergtunnel']
81386588,['Q1757780'],['funnel cloud']
61710310,['Q6389745'],['Kennesaw Mountain National Battlefield Park']
90541767,['Q31921705'],['Brieselang']
78333955,['Q45589279'],['Tovarova']
106682404,['Q75105745'],['Bettina Romero']
89506341,"['Q42372', 'Q108041']","['nebula', 'Rosette Nebula']"
15937165,['Q12042817'],['Oppidum Závist']
155611,['Q116621357'],['Mill']
92826581,['Q98834323'],['Monarchist protest on Platz der Republik Berlin 2020-08-01']
23721059,['Q831131'],['Beth Haim']
79589742,"['Q828144', 'Q98050039']","['floor exercise', 'Matej Nemčovič']"
1699097,['Q798606'],['Sant Pere de Rodes']
134537461,['Q2320348'],['Union Station']
58237134,['Q142554'],['cosplay']
26125337,['Q99455859'],['El drac']
143434242,"['Q1081138', 'Q16980762', 'Q3337808']","['historic site', 'fingerpost', 'Wimborne St Giles']"
37079580,['Q3816849'],['Kratovo']
123013311,"['Q5004679', 'Q355304', 'Q22698', 'Q188509', 'Q4022', 'Q1107656', 'Q8068', 'Q925424']","['path', 'watercourse', 'park', 'suburb', 'river', 'garden', 'flood', 'Christchurch']"
88943403,['Q1886349'],['logo']
81573989,['Q2744984'],['Eduskuntatalo']
114547287,"['Q93352', 'Q11451', 'Q34442', 'Q68814994']","['coast', 'agriculture', 'road', 'Birsay and Harray']"
16351182,['Q33242226'],[None]
134250793,"['Q55075651', 'Q944588', 'Q68815615']","['upland', 'slope', 'Glenmuick, Tullich and Glengairn']"
20575793,['Q1716306'],['Jüdischer Friedhof']
119501894,"['Q193110', 'Q1052', 'Q1350065']","['floodplain', 'rainbow', 'Erewash']"
16787684,['Q3050235'],['Walls of Ávila']
138251106,"['Q55075651', 'Q3947', 'Q24670626']","['upland', 'house', 'Wye Valley']"
82966943,['Q1193600'],['Markdown']
135632193,"['Q11451', 'Q489357', 'Q68814882']","['agriculture', 'farmhouse', 'Ardrossan']"
142868016,['Q115110265'],['Alex Silva']
53896400,['Q1886349'],['logo']
131861302,['Q28470219'],['Andreas Eder']
23860829,['Q1443199'],['Frank Elbe']
88123555,"['Q7412675', 'Q686823', 'Q212198']","['Samuel Smith Brewery', 'Spofforth', 'pub']"
135761120,"['Q11451', 'Q34442', 'Q4463774']","['agriculture', 'road', 'Bishops Cannings']"
27737001,['Q633284'],['Umschlagplatz in Warsaw ghetto']
116693816,"['Q7569', 'Q9128']","['child', 'light']"
129266867,['Q1069725'],['page']
107127799,"['Q3947', 'Q5883483']","['house', 'Holmer and Shelwick']"
40193835,['Q4145702'],['Taras Shevchenko Garden']
109751051,"['Q5004679', 'Q34442', 'Q1746530', 'Q6014342']","['path', 'road', 'Southern Upland Way', 'Inch']"
119233958,['Q703916'],['Leipzig Hauptbahnhof']
103061150,['Q6700720'],['Luis Ignatius Peñalver y Cárdenas']
136075014,"['Q1468524', 'Q64116']","['city center', 'High Wycombe']"
109020614,"['Q532', 'Q105889895', 'Q2649738']","['village', 'religious site', 'Morley']"
116270655,"['Q27590', 'Q18691599', 'Q68814874']","['heath', 'military facility', 'Ardersier']"
134842587,['Q485186'],['Key West']
101628616,['Q29576590'],['Wisa Gloria']
129437226,"['Q532', 'Q34442', 'Q11790923']","['village', 'road', 'Newland']"
81955496,"['Q17514', 'Q17514', 'Q31487']","['graffiti', 'graffiti', 'Kraków']"
51705475,['Q2983815'],['Ancien Collège des Jésuites de Reims']
15665692,['Q111578049'],['Solaris Tramino S105p']
93979131,['Q12035568'],['Mariánské náměstí']
31601701,['Q14812910'],['Phoracantha cruciata']
127241632,['Q104529774'],['Female Nude by Plaster Head']
119631719,"['Q355304', 'Q532', 'Q4022', 'Q1313', 'Q11811449', 'Q3242458']","['watercourse', 'village', 'river', 'summer', 'Lake District National Park', 'Ulpha']"
106640724,['Q216842'],['road roller']
131487123,['Q3519'],['Bari']
129252272,"['Q107051568', 'Q27923787']","['Central Cemetery in Slezská Ostrava', 'Crematorium in Slezská Ostrava']"
1638954,"['Q3031', 'Q116288917']","['girl', 'female barefootness']"
94456460,['Q1639371'],['Altzo']
