wiki_commons_id,wiki_data_q,depicts
50515998,['Q105221'],['Dan Aykroyd']
126335134,"['Q17279182', 'Q7170896', 'Q7489917']","['Jermaine Blackwood', 'Perth Stadium', 'Sharmarh Brooks']"
56318412,['Q83664856'],"[""Rosa 'Marie Curie'""]"
39634916,['Q2165278'],['glider']
109771230,"['Q355304', 'Q1941870']","['watercourse', 'Stainforth']"
79278072,['Q21643687'],['P3']
81178847,['Q88222024'],['Daniel Raimondi']
134375402,"['Q355304', 'Q360418', 'Q34038', 'Q68814886']","['watercourse', 'construction site', 'waterfall', 'Arisaig and Moidart']"
108164739,"['Q1081138', 'Q532', 'Q105889895', 'Q6023295', 'Q7998947']","['historic site', 'village', 'religious site', 'funerary structure', 'Wield']"
84760119,['Q76603464'],[None]
146060828,['Q1886349'],['logo']
137873603,"['Q1081138', 'Q294440', 'Q105889895', 'Q23311']","['historic site', 'public space', 'religious site', 'City of London']"
42929394,['Q72333169'],['Roland Watson-Grant']
116946294,"['Q1081138', 'Q589620']","['historic site', 'Colchester']"
97258274,['Q293497'],['Al-Jahiz']
139064120,"['Q34442', 'Q3241565', 'Q628179', 'Q7339573', 'Q1081138', 'Q5200191']","['road', 'woodland', 'trail', 'road verge', 'historic site', 'Cynwyl Gaeo']"
136442248,"['Q5004679', 'Q14508552']","['path', 'Llanllechid']"
88733925,['Q533169'],['John Brademas']
9056000,"['Q742678', 'Q3738994']","['Kristjan Rand', 'Caitlin Mallory']"
126032391,"['Q36396153', 'Q2632041', 'Q111973327', 'Q5955303']","['Travis Cloyd', 'metaverse', 'Metaverse law', 'Thunderbird School of Global Management']"
67401431,['Q28121132'],['Sint Pietersberg kunstbunker']
28750459,['Q1409017'],['Belgrade Fortress']
61717301,['Q28869559'],['Maximilian Schuster']
23895058,['Q2255378'],['Der Aa-kerk']
135432117,"['Q1081138', 'Q3947', 'Q8148', 'Q12144897', 'Q170477', 'Q30301498', 'Q68826051']","['historic site', 'house', 'industrial sector', 'industrial building', 'chimney', 'student housing', 'Dundee']"
83334203,['Q3439359'],['Lubawka']
39712345,['Q19945446'],"['Département des sculptures, Palais des Beaux-Arts de Lille']"
140995793,['Q123472682'],['Pauline Hopa']
82640798,['Q917177'],['osteoblast']
21405649,['Q3585162'],['Église Sainte-Marie-Majeure de Bonifacio']
111071599,"['Q533846', 'Q241712', 'Q457787', 'Q1574106']","['Tong Jian', 'Pang Qing', 'Sui Wenjing', 'Han Cong']"
74635518,['Q11999850'],['Selda Ekiz']
91928036,"['Q7304607', 'Q204776', 'Q4107708']","['hata', 'bench', 'Veresoch']"
15279444,['Q539709'],['Pilsum Lighthouse']
35471009,['Q1010703'],"[""Château d'Aguilar""]"
98794221,['Q22281228'],[None]
113971610,['Q102367265'],['Shougang Park station']
144786489,"['Q175185', 'Q5444365']","['rural area', 'Fermanagh and Omagh']"
117563653,"['Q34442', 'Q1311670', 'Q2313624']","['road', 'rail infrastructure', 'Rolvenden']"
121305162,"['Q655686', 'Q1468524', 'Q11707', 'Q540012']","['commercial building', 'city center', 'restaurant', 'Lydney']"
8102296,['Q16970'],['church building']
39688917,['Q7075'],['library']
7503149,['Q27686'],['hotel']
54891089,['Q3947'],['house']
71376420,"['Q18658400', 'Q467', 'Q836934']","['Chiang Chieh-an', 'woman', 'cheongsam']"
92742913,"['Q1636278', 'Q16764362']","['Inwood Hill Park', 'park bench']"
99369658,['Q4820247'],['Audubon Park']
102990150,['Q106352869'],['Hotel Añaza']
127746384,['Q29718'],['Jaume I University']
103449949,"['Q2714378', 'Q6502279']","['extreme poverty', 'Projection']"
138681392,['Q774944'],['Świecie County']
125255669,"['Q26732', 'Q842402', 'Q9089', 'Q2820111', 'Q255848', 'Q570116']","['Hampi', 'Hindu temple', 'Hinduism', 'cult image', 'stone carving', 'tourist attraction']"
145097468,['Q124522811'],['Elanur Laçin']
104942415,['Q836366'],['Arum maculatum']
124753545,['Q4343'],['sound card']
139801129,"['Q11451', 'Q355304', 'Q34442', 'Q2134720']","['agriculture', 'watercourse', 'road', 'Scampston']"
52270210,['Q12410485'],['Mount Carmel National Park']
28722106,['Q42791508'],['Templo de La Merced']
106186031,['Q686548'],['Munich Residence']
19244648,['Q248900'],['Grand Duke Sergei Alexandrovich of Russia']
44907131,['Q4411920'],['Ernst Billgren']
90828903,['Q1067385'],['St. James United Church']
51153131,['Q28604859'],['Sint-Salvatorkerk']
114123009,"['Q355304', 'Q20081134']","['watercourse', 'Sellack']"
79028409,"['Q5', 'Q311666']","['human', 'projector']"
106757107,['Q66056974'],[None]
33032247,['Q2124067'],['Fort Willem I']
84755361,['Q76600439'],[None]
106332348,"['Q2879177', 'Q487605', 'Q2018923', 'Q5521491']","['Northumberland', 'Saratoga County', 'Upstate New York', 'Gansevoort']"
84048165,['Q98923375'],['Oussama Laribi']
78667794,['Q142554'],['cosplay']
59814674,['Q453871'],['Sandrine Bélier']
97625040,['Q1886349'],['logo']
73354188,['Q56719742'],[None]
83233711,['Q474173'],['Amorsbach']
129961148,"['Q532', 'Q15709582', 'Q949561']","['village', 'country lane', 'Cobham']"
140966612,"['Q532', 'Q105889895', 'Q1656682', 'Q4989906', 'Q3784257']","['village', 'religious site', 'event', 'monument', 'Moccas']"
71771449,"['Q41914', 'Q3532853']","['Manmohan Singh', 'G. K. Vasan']"
102419992,['Q105950522'],['Voie Jacquard']
127543418,['Q21930970'],['Gimes Park']
135629626,['Q202391'],['racewalking']
144338922,['Q2235962'],['Schimmel & Co.']
130357625,"['Q532', 'Q34442', 'Q4860223']","['village', 'road', 'Bardsey cum Rigton']"
17518325,['Q19360302'],['Church of San Miguel']
23536285,['Q14519601'],"['Willemskerk, The Hague']"
110233684,['Q98927547'],['Gujari Mahal']
97669182,['Q45547'],['Amanita pantherina']
92785304,"['Q162797', 'Q483453', 'Q1517884', 'Q162797']","['Pegasus', 'fountain', 'National Palace', 'Pegasus']"
94339738,['Q112608025'],['Cedar Point']
96754478,"['Q40558', 'Q41231468', 'Q104363']","['smithy', 'Schmiede Ludmannsdorf', 'anvil']"
115839732,"['Q5004679', 'Q188509', 'Q34442', 'Q1302778', 'Q12280', 'Q1068842', 'Q1886629']","['path', 'suburb', 'road', 'dual carriageway', 'bridge', 'footbridge', 'Lytchett Minster and Upton']"
100570492,"['Q49836', 'Q7260359', 'Q7260349', 'Q7234496', 'Q1957726', 'Q25623605', 'Q8436', 'Q854323', 'Q843958', 'Q1368751']","['wedding', 'Punjabi wedding traditions', 'Punjabi culture', 'Category:People from Punjab, India', 'Mobilography', 'Ishanpur', 'family', 'Punjabis', 'digitization', 'geotagged photograph']"
50126465,['Q26403593'],['Miles Müller']
146472766,['Q525'],['Sun']
92091141,['Q1164917'],['Stade Pierre-Fabre']
98306631,['Q5440362'],['Federal Register']
109810652,['Q181916'],['herbarium']
84497555,['Q67635550'],['Paikpara Great Trigonometrical Survey tower']
52121618,['Q18574287'],['Head of Young man. Study']
112499611,"['Q188509', 'Q3241565', 'Q1546645']","['suburb', 'woodland', 'Sefton']"
94629292,"['Q422666', 'Q187997', 'Q14659', 'Q193788', 'Q55435999']","['understory', 'vegetation', 'coat of arms', 'sunlight', 'Camposauro (SCI)']"
141421584,"['Q355304', 'Q3395383', 'Q818249']","['watercourse', 'agricultural land', 'Bentham']"
89807935,['Q60329139'],['Elaphriella paulinae']
128557370,"['Q655686', 'Q34442', 'Q21000333', 'Q671892']","['commercial building', 'road', 'shopping street', 'Barrow-in-Furness']"
107203196,"['Q15709582', 'Q2474141']","['country lane', 'Thornton-in-Craven']"
100389018,"['Q263495', 'Q466911']","['Kaillie Humphries', 'Lolo Jones']"
107696993,"['Q4022', 'Q2689534']","['river', 'Duloe']"
5420777,['Q650657'],['Neptunbrunnen']
109150664,['Q12358306'],['Aet Annist']
106506973,"['Q170416', 'Q854995']","['Koninklijke Philips NV', 'television advertisement']"
123186756,['Q113381989'],['Palazzo Storione']
114307015,"['Q34442', 'Q184760']","['road', 'County Monaghan']"
38136653,['Q18921184'],['Le Verre de porto']
143766295,['Q5548424'],['Ayuntamiento de Jerez de la Frontera']
107918229,"['Q294440', 'Q655686', 'Q1468524', 'Q894081']","['public space', 'commercial building', 'city center', 'Chorley']"
35747751,['Q7011100'],['New Providence Presbyterian Church']
88955145,['Q17627376'],['Catharina Hooft with her Nurse']
128120327,"['Q1023246', 'Q14850996', 'Q115927626', 'Q1965573']","['Westrozebeke', 'Grote Prijs Raf Jonckheere', '1996 Grote Prijs Raf Jonckheere', 'Peter Spaenhoven']"
118020702,"['Q22812402', 'Q3444700']","['signpost', 'forest road']"
136656725,"['Q655686', 'Q1882685', 'Q68815820']","['commercial building', 'mechanical device', 'Kilmonivaig']"
44667446,['Q24578730'],['Old church of the Nativity of the Virgin Mary in Sulisławice']
107312066,"['Q2496976', 'Q1628282', 'Q4247726']","['North Chuya Range', 'Chuya', 'Kuray Steppe']"
135440953,"['Q34442', 'Q2375704']","['road', 'Great Shelford']"
133546306,"['Q55075651', 'Q3241565', 'Q12060976']","['upland', 'woodland', 'Kells']"
109644219,['Q4241896'],['Round Tower']
24191832,['Q17437896'],"['Terstraten 4, Nuth']"
85587951,"['Q692104', 'Q100572070']","['parallel bars', 'Yangyu Zhang']"
84097405,['Q193017'],['stocking']
121491567,['Q1969455'],['street name sign']
130780404,"['Q655686', 'Q212198', 'Q32515']","['commercial building', 'pub', 'London Borough of Richmond upon Thames']"
117626053,['Q21894223'],['Black Head']
110691883,['Q43113546'],[None]
65245730,['Q24007146'],['Eric Murray']
133412774,['Q885601'],['Robert D. Orr']
78333412,['Q846006'],['National Basilica of the Sacred Heart']
78852579,['Q94586296'],['Kumushkhon Fayzullaeva']
36092998,['Q112225103'],['Family tree of the House of Pomerania']
133256506,"['Q532', 'Q105889895', 'Q245117', 'Q1769749']","['village', 'religious site', 'relief sculpture', 'Sampford Courtenay']"
83968588,['Q271346'],['Betty Curtis']
7416724,['Q718389'],['James Storm']
95302950,['Q5307795'],"[""Driscoll's""]"
50835086,['Q993632'],['Bruno Oscar Schmidt']
105529934,"['Q2075301', 'Q68816685']","['view', 'Towie']"
117069177,"['Q11451', 'Q34442', 'Q68816578']","['agriculture', 'road', 'Stoneykirk']"
141790427,"['Q11451', 'Q17152860']","['agriculture', 'Poughill']"
119630265,"['Q1081138', 'Q105889895', 'Q1637841']","['historic site', 'religious site', 'Hungerford']"
129216390,"['Q670', 'Q484298']","['silicon', 'surface']"
26985943,['Q2967920'],"['Château Laurens, Agde']"
77321985,['Q62027458'],['H-33/21/B2-100 light pillbox']
23815447,['Q17452311'],"['Nieuwstraat 55, Zwolle']"
44806977,['Q112334774'],['Grave of Nohain']
95138934,['Q2920688'],['Mahmoudiya Mosque']
116173013,"['Q1311670', 'Q44782', 'Q11446', 'Q828909', 'Q34336', 'Q1761']","['rail infrastructure', 'port', 'ship', 'wharf', 'diesel locomotive', 'Dublin']"
98526312,['Q503958'],['streetlight']
118807962,"['Q3043226', 'Q2541564']","['clearing', 'Querco-Fagetea']"
103165609,"['Q34442', 'Q68815624']","['road', 'Golspie']"
94203272,['Q66816003'],['Palácio de São Pedro']
110339270,"['Q11451', 'Q1137365', 'Q131596', 'Q2561712']","['agriculture', 'entrance', 'farm', 'Iken']"
21589403,['Q31847451'],[None]
72086060,['Q65081891'],['Grand Central Madison station']
80244711,['Q3897759'],['Patrick Rastner']
28096853,['Q106842751'],['Mariä Geburt und Johannes der Täufer']
108374368,"['Q11451', 'Q1979942']","['agriculture', 'Wye with Hinxhill']"
2876029,"['Q37841197', 'Q18694541']","['Angelika Kauffmann Museum', 'Angelika Kauffmann Museum']"
67331893,['Q81825'],['caterpillar']
142383538,['Q525'],['Sun']
132536130,"['Q5004679', 'Q1307347', 'Q11451', 'Q355304', 'Q10884', 'Q30121', 'Q628179', 'Q18887985']","['path', 'boundary', 'agriculture', 'watercourse', 'tree', 'pasture', 'trail', 'East Huntspill']"
128246598,['Q116486932'],['Hans Jørgen Wetlesen']
2386376,['Q8441'],['man']
143146118,"['Q3241565', 'Q68815458']","['woodland', 'Eskdalemuir']"
10552500,['Q3583804'],['église Saint-Pierre de Brillac']
8883430,['Q17437670'],"['Voorstraat 5A, Noordwijk']"
77290114,"['Q2875513', 'Q1150958', 'Q11410', 'Q1088', 'Q23445', 'Q23444', 'Q1687904', 'Q14922']","['Young Boys', 'play', 'game', 'blue', 'black', 'white', 'jersey', 'table football']"
123962422,['Q1753081'],['Patamar']
12308303,['Q28122714'],['Ruff']
121370729,['Q25661874'],['Karangarua']
47369541,['Q10132'],['Rafael Nadal']
123550632,['Q30579366'],[None]
99523052,['Q99663052'],['The Protection of Freedoms Act 2012 (Commencement No. 8) Order 2013']
107357226,"['Q4022', 'Q1018787']","['river', 'Repton']"
133242759,['Q118550198'],['Greendale Road']
89833723,"['Q4006', 'Q62', 'Q38971']","['map', 'San Francisco', '1890s']"
21631742,['Q38081608'],['Feldkirch Rosengasse 3']
13640006,['Q735'],['art']
4227409,['Q11748761'],['Krystyna Rodowska']
33242387,['Q1771435'],['Zürich Affoltern railway station']
144621398,"['Q1081138', 'Q3947', 'Q188509', 'Q27507353']","['historic site', 'house', 'suburb', 'Brecon']"
126454456,['Q27033016'],[None]
87338285,['Q1806034'],['Frida Öhrn']
62528509,['Q16703445'],['Tatev']
78614020,['Q19661812'],['Ilaria Sanguineti']
72073909,['Q1963905'],['Najma Heptulla']
72451416,['Q16621503'],['Villa Niscemi']
132023235,"['Q22698', 'Q15324', 'Q3253281', 'Q290838']","['park', 'body of water', 'artificial pond', 'South Ribble']"
117597050,"['Q34442', 'Q3395383', 'Q10884', 'Q39816', 'Q1307347', 'Q18019452', 'Q2790333']","['road', 'agricultural land', 'tree', 'valley', 'boundary', 'A road', 'Yarcombe']"
112641794,['Q4696338'],['Ahsaas Channa']
112498285,['Q623347'],['Hosta']
136579235,['Q532'],['village']
107914952,"['Q55075651', 'Q5004679', 'Q11451', 'Q1639395', 'Q1924185']","['upland', 'path', 'agriculture', 'bridle path', 'Llanfair Waterdine']"
133075702,"['Q34442', 'Q1092661', 'Q5050624']","['road', 'moorland', 'Castleton']"
120283264,['Q104713326'],['Roewe iMAX8']
145369721,['Q525'],['Sun']
78889753,['Q12046227'],['farm road']
142847756,['Q801'],['Israel']
86697232,['Q588878'],['Grünewald']
104039473,"['Q54050', 'Q2516277']","['hill', 'Wasdale']"
107595121,"['Q1639395', 'Q7837486']","['bridle path', 'Tredington']"
139725544,"['Q123228277', 'Q4774402', 'Q110664392', 'Q17776480', 'Q1525', 'Q79007', 'Q273120', 'Q175331', 'Q388505', 'Q5', 'Q2656480', 'Q645293', 'Q1478843', 'Q7543083', 'Q83620', 'Q10390031', 'Q294440', 'Q41363', 'Q465837', 'Q10884', 'Q756', 'Q1489']","[None, 'Anti-monumentalism', 'Anti-monuments in Mexico', 'Glorieta del Ahuehuete', 'roundabout', 'street', 'protest', 'demonstration', 'missing person', 'human', 'Cuauhtémoc Municipality', 'Cuauhtémoc', 'Paseo de la Reforma', 'avenue', 'thoroughfare', 'public road', 'public space', 'panorama', 'skyline', 'tree', 'plant', 'Mexico City']"
100483908,['Q16596911'],['Nadezhda Sergeeva']
50244450,['Q2970404'],['Château de Rochemaure']
99866626,['Q737994'],['Chinese opera']
74942111,"['Q655318', 'Q100574754']","['still rings', 'Miroslav Durák']"
114637148,['Q29134150'],['Dijon St Benigne cathedral pipe organ']
16914022,['Q3181670'],['John H. White']
128945187,"['Q3947', 'Q360418', 'Q730706']","['house', 'construction site', 'London Borough of Southwark']"
145507556,['Q98646833'],['Meilenstein']
113984651,"['Q34442', 'Q1026448']","['road', 'Calderdale']"
145119502,['Q525'],['Sun']
137100353,"['Q5004679', 'Q3241565', 'Q179700', 'Q656280', 'Q771986']","['path', 'woodland', 'statue', 'Wales Coast Path', 'Chepstow']"
117589324,['Q97599607'],['Saints Maurice and Corbinian church']
122655552,['Q41650552'],['Subz Burz']
23421379,['Q17614791'],"['Blauwehandstraat 31, Bergen op Zoom']"
113730604,"['Q355304', 'Q8148', 'Q2466889', 'Q2474517']","['watercourse', 'industrial sector', 'hydraulic structure', 'Pembridge']"
94161933,['Q957628'],['Saint Stepanos Monastery']
15443766,['Q38113343'],[None]
136082806,"['Q11451', 'Q69301705', 'Q10989318']","['agriculture', 'sheep', 'Llanfihangel Rhydithon']"
66542187,['Q74600450'],['Cavalier Girls']
51152193,['Q164205'],['Justiniana Prima']
146521067,['Q13111199'],['Sterculia guttata']
116074351,"['Q1468524', 'Q79007', 'Q62685721', 'Q21000333', 'Q681043']","['city center', 'street', 'pedestrian street', 'shopping street', 'Dursley']"
67255447,['Q22925404'],['Chapelle de Burthulet']
43076280,['Q2297627'],['Municipal Theater of São Paulo']
98568237,"['Q1186561', 'Q15221099']","['Vakhtangov Theatre', 'Anželika Cholina']"
35142030,"['Q7067518', 'Q1886349']","['npm', 'logo']"
69492331,"['Q5', 'Q15026', 'Q14748']","['human', 'chair', 'table']"
72892506,['Q1143655'],['Dry Tortugas National Park']
72409115,['Q679292'],['Fortress Hohensalzburg']
128211774,"['Q116415301', 'Q60514050']","['Prajnaparamita flanked by a white female figure and a white bodhisattva, folio 90 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)', 'Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)']"
129694781,['Q116975002'],['Rosedale Oval']
130019534,['Q61894844'],['FoodMaxx']
139986446,"['Q188509', 'Q12104567', 'Q126269']","['suburb', 'housing estate', 'Wolverhampton']"
116224423,"['Q11451', 'Q355304', 'Q34442', 'Q190684']","['agriculture', 'watercourse', 'road', 'County Down']"
134689066,"['Q11451', 'Q3241565', 'Q68815964']","['agriculture', 'woodland', 'Kirkmaiden']"
128975973,['Q854680'],['uneven bars']
15463037,['Q64521029'],['The Fortune Teller']
131782451,"['Q6023295', 'Q1137365', 'Q749763']","['funerary structure', 'entrance', 'Horsham St Faith and Newton St Faith']"
130995022,"['Q93352', 'Q23442', 'Q8063', 'Q191992', 'Q107679', 'Q184469']","['coast', 'island', 'rock', 'headland', 'cliff', 'County Kerry']"
20080582,['Q3268517'],['Longrakered trevally']
66312884,['Q27077621'],['The Priesthood of the Virgin']
45700359,['Q53282'],['Werner Faymann']
95769477,['Q28133686'],"['Musée Saint-Raymond, Ra 197']"
124901963,"['Q188509', 'Q79007', 'Q918975']","['suburb', 'street', 'Kirklees']"
22787630,['Q1372167'],['Joe Arpaio']
116681213,"['Q34442', 'Q192229']","['road', 'County Tyrone']"
128576794,"['Q47053', 'Q11446', 'Q3460719']","['estuary', 'ship', 'Old Colwyn']"
87171239,"['Q99546192', 'Q7735']","['Jette Müller', 'diving']"
21598107,"['Q170552', 'Q855680']","['balcony', 'mannequin']"
9502846,['Q1716671'],['Jüdischer Friedhof Freistett']
146038577,"['Q17646879', 'Q967448', 'Q34023', 'Q7861832']","['The Knoll: a bell barrow 300m west of Manor Farm', 'bell barrow', 'tumulus', 'Tytherington']"
143613806,"['Q294440', 'Q188509', 'Q11739322']","['public space', 'suburb', 'Kingshurst']"
132523995,"['Q532', 'Q3947', 'Q781334']","['village', 'house', 'Brimpton']"
21021658,['Q38025081'],"['Villa Nunwarz, Urfahr']"
143432454,"['Q1081138', 'Q16980762', 'Q1971313']","['historic site', 'fingerpost', 'South Croxton']"
52706997,['Q2378623'],['Saxon V K']
122590776,['Q3031'],['girl']
123439329,['Q1886349'],['logo']
25212943,['Q303835'],['Castanopsis indica']
86984643,"['Q166788', 'Q81902922']","['biathlon', 'Marian Folea']"
120413880,['Q8092'],['tropical cyclone']
23610978,['Q2278631'],['Onderste Hof']
114582842,"['Q55075651', 'Q68814843']","['upland', 'Alvie']"
140623684,"['Q532', 'Q34442', 'Q13129622']","['village', 'road', 'Llanelli Rural']"
136316290,"['Q5004679', 'Q188509', 'Q3352369', 'Q774015']","['path', 'suburb', 'footpath', 'Leeds']"
25386742,['Q184885'],['Asghar Nai Peeli Texy hai']
49049183,['Q1139519'],['arrow']
123417542,"['Q3947', 'Q655686', 'Q1468524', 'Q215030']","['house', 'commercial building', 'city center', 'London Borough of Lewisham']"
382350,['Q1417089'],['Girardinus microdactylus']
141016439,['Q2107268'],['Prabowo Subianto']
94078444,['Q20514099'],['Arates monastery']
56021104,"['Q41207', 'Q11764']","['coin', 'Iron Age']"
19294959,['Q110470586'],['Isopyrum biternatum']
13065374,"['Q2552669', 'Q23276', 'Q21']","['Leigh', 'Surrey', 'England']"
17430681,['Q1615547'],['Common night adder']
22465807,"['Q1540402', 'Q3559080', 'Q71140', 'Q29', 'Q91315817']","['Monastery of Santa María de Sandoval', 'Villaverde de Sandoval', 'León Province', 'Spain', 'Cistercian monastery']"
35535290,['Q873769'],['Grand Palace']
114250096,"['Q188509', 'Q34442', 'Q8148', 'Q1278608']","['suburb', 'road', 'industrial sector', 'Oldham']"
110910965,['Q54080562'],['Arnshöchstädt']
104978515,['Q100540609'],"['Tetradrachm of Trajan Decius, Emperor of Rome, from Antioch, Yale University Art Gallery, inv. 1938.6000.1525']"
105171118,"['Q503958', 'Q1247815']","['streetlight', 'Petersfield']"
66190047,['Q3303764'],['British Rail Class 143']
28753593,['Q33399208'],[None]
135439718,['Q4714009'],['Aldrington']
119584008,"['Q93352', 'Q44782', 'Q47053']","['coast', 'port', 'estuary']"
23303565,['Q17444413'],['Huis Martens']
133677778,['Q525'],['Sun']
75837119,"['Q655318', 'Q102300864']","['still rings', 'Eliah Beckenbach']"
107305347,"['Q34442', 'Q68816006']","['road', 'Laggan']"
126475557,"['Q55075651', 'Q34442', 'Q3241565', 'Q3398853']","['upland', 'road', 'woodland', 'Trawsfynydd']"
92763561,['Q15945396'],['Fosse n° 8 - 8 bis des mines de Dourges']
122849391,['Q55423636'],"['Ethnographic farmstead ""Ielīcas""']"
56228851,['Q342665'],['Jeffrey Dean Morgan']
124140218,"['Q175185', 'Q192229']","['rural area', 'County Tyrone']"
27680272,['Q157068'],"['Louis Mountbatten, 1st Earl Mountbatten of Burma']"
37444081,['Q1397774'],['Godorfer Burg']
145554963,['Q7262722'],['Puños District']
118232586,['Q3853166'],['Mb.IVa']
43990848,['Q767364'],['Keene']
113107073,"['Q3947', 'Q188509', 'Q34442', 'Q68816377']","['house', 'suburb', 'road', 'Port Glasgow']"
1574422,['Q720588'],['Pilumnus hirtellus']
127291241,"['Q34442', 'Q2222199']","['road', 'Mileham']"
107074779,"['Q175185', 'Q2006436']","['rural area', 'Kirdford']"
113991318,"['Q55075651', 'Q8063', 'Q894164']","['upland', 'rock', 'Borrowdale']"
110382949,['Q750062'],['Crucibulum laeve']
71780977,['Q41914'],['Manmohan Singh']
125734947,"['Q22698', 'Q202088']","['park', 'London Borough of Camden']"
112484889,"['Q93352', 'Q26']","['coast', 'Northern Ireland']"
134733968,['Q184377'],['pronunciation']
74094027,"['Q764', 'Q63283683']","['fungus', 'Waldpark Hakenfelder Straße']"
16734787,['Q17343507'],"['Oude Vest 9, Breda']"
126842997,"['Q44269', 'Q885402']","['Saint Nicholas', 'Oberlauda']"
86826227,['Q5'],['human']
91718708,['Q5130164'],['Clayton']
49871357,['Q17456501'],['Rabbinaatshuis']
97125855,"['Q121117', 'Q336']","['supercomputer', 'science']"
107919264,"['Q654772', 'Q3400184']","['hostel', 'Caerhun']"
64009668,['Q42961331'],['Cimetière de Neaux']
49698643,['Q12280'],['bridge']
92572385,['Q1490017'],['Pleistalwerk']
141058970,"['Q532', 'Q34442', 'Q15262186']","['village', 'road', 'Newry, Mourne and Down']"
125608263,"['Q15324', 'Q34442', 'Q3241565', 'Q27590', 'Q68826326']","['body of water', 'road', 'woodland', 'heath', 'Straiton']"
138599760,['Q782003'],['Musée archéologique de Strasbourg']
99323822,['Q7437874'],['Scottish National War Memorial']
4408059,"['Q117771878', 'Q112080435']","[None, 'Musée Ingres-Bourdelle - Portrait de Monseigneur Pierre de Bertier - Philippe de Champaigne']"
138291223,"['Q1081138', 'Q885849', 'Q852772']","['historic site', 'blue plaque', 'Cirencester']"
11651262,['Q8441'],['man']
41260139,['Q23419417'],['James Obergefell']
108053471,"['Q11451', 'Q34442', 'Q733060']","['agriculture', 'road', 'Arlington']"
99545098,"['Q7593458', 'Q90561312', 'Q83278', 'Q1053885']","[""St James' Parish Church, Wetherby"", 'Tom Moore', 'flag of the United Kingdom', 'half-mast']"
129470884,"['Q532', 'Q34442', 'Q1883779']","['village', 'road', 'Newton Regis']"
119697835,['Q11250475'],['Neselva']
127834521,['Q28680843'],['Santo Antonio Church']
113946790,"['Q93352', 'Q3947', 'Q18814858', 'Q646991']","['coast', 'house', 'terrace of houses', 'Craster']"
105525160,"['Q2048319', 'Q7428768']","['ditch', 'Saxby All Saints']"
127774396,"['Q11451', 'Q3395383', 'Q656999']","['agriculture', 'agricultural land', 'Raynham']"
9491029,['Q1260811'],['Chestnut-breasted Coronet']
113733244,"['Q42207', 'Q41680', 'Q645312', 'Q2293936']","['Caravaggio', 'Dionysus', 'Bacchus', 'Self-Portrait as Bacchus']"
19772097,['Q3947'],['house']
392354,"['Q216726', 'Q110879', 'Q364476']","['Ed White', 'Gus Grissom', 'James McDivitt']"
121507741,['Q4632764'],['28th Combat Aviation Brigade']
27148707,['Q41177563'],['Clemensstraße 66']
25640507,['Q685718'],['Naßfeld Pass']
116703687,"['Q188509', 'Q12104567', 'Q126269']","['suburb', 'housing estate', 'Wolverhampton']"
48445331,['Q113160123'],['Ventilation tower with Waltrovka logo']
7646142,['Q1108706'],['Kincsem Park']
113529256,"['Q12284', 'Q1002793']","['canal', 'Llangollen']"
132153101,"['Q355304', 'Q3241565', 'Q1973774']","['watercourse', 'woodland', 'Newcastle']"
111698295,['Q109235801'],"['A Lormont, près de Bordeaux']"
50314403,['Q2268270'],['Pape Moussa Konaté']
114873419,"['Q532', 'Q34442', 'Q6501349', 'Q2073045']","['village', 'road', 'parking lot', 'Helsby']"
146413032,['Q525'],['Sun']
83229370,['Q9333618'],['Our Lady of Sorrows Basilica in Jarosław']
107940792,['Q964'],['Wikinews']
115039361,"['Q1081138', 'Q105889895', 'Q2008562']","['historic site', 'religious site', 'Evershot']"
107556621,"['Q5', 'Q179351']","['human', 'City of Westminster']"
75921735,['Q9253246'],['Elżbieta Rafalska']
42191589,['Q1369041'],['Jean Taris']
43348126,['Q37965577'],['Hochofen in der Heft']
143576909,"['Q34442', 'Q1468524', 'Q202088']","['road', 'city center', 'London Borough of Camden']"
113544709,"['Q355304', 'Q1468524', 'Q1761']","['watercourse', 'city center', 'Dublin']"
15315366,['Q7211319'],['Har Tayyasim']
95091693,['Q7563668'],['Soroush Rafiei']
89104369,['Q14783926'],[None]
118583036,"['Q1468524', 'Q1656682', 'Q6023295', 'Q39614', 'Q1625366']","['city center', 'event', 'funerary structure', 'cemetery', 'Holywood']"
132171368,"['Q34442', 'Q2244887']","['road', 'Eastfield']"
133464918,"['Q34442', 'Q1951619']","['road', 'Leckford']"
52110398,['Q1452384'],['Hermine Deurloo']
94209915,['Q146924'],['Roman limes']
115569388,"['Q106256905', 'Q221722', 'Q177749']","['Martensdamm', 'bike path', 'sidewalk']"
138534217,['Q835434'],['Gohrisch']
50244842,['Q20038848'],['Markus Vanhala']
28408986,['Q55765960'],['Arc de triomphe de Guimiliau']
142183648,"['Q1587360', 'Q2088712']","['letter box', 'Out Rawcliffe']"
115819036,['Q30063068'],['Upper Silesian Museum in Bytom']
41516840,['Q41342106'],['Prozessionsaltar']
144046186,"['Q188509', 'Q105945691', 'Q813966', 'Q2311675']","['suburb', 'derelict building', 'public toilet', 'Corwen']"
122303418,['Q1886349'],['logo']
117008279,['Q28027763'],['Florian Prohart']
